ReferenceNumber,Make,PropulsionTypeId,BodyTypeId,GovRegion,KeeperTitleId,EngineSize,YearRegistered,Mass,CO2,CO,NOX,part,hc,Random number
3418,VOLKSWAGEN,2,14,North West,5,1598,2016,1339,102,0.094,0.037,,,0.676645948
2281,VOLKSWAGEN,1,13,North West,2,1984,2016,1402,147,0.362,0.029,,0.053,0.738044347
1747,VOLKSWAGEN,1,14,North West,2,999,2016,1055,106,0.407,0.016,,0.034,0.293026336
2284,BMW,2,14,North West,2,1496,2016,1395,94,0.172,0.028,,,0.760601246
325,FORD,1,14,London,1,1388,2002,1163,158,0.662,0.052,,0.137,0.690764186
39,VOLKSWAGEN,1,13,London,1,1390,2002,1003,149,0.294,0.03,,0.067,0.842060861
1041,VOLKSWAGEN,1,14,South West,1,2324,2002,1423,211,0.461,0.048,,0.058,0.349582535
2479,VAUXHALL,1,14,South West,5,1398,2016,1163,120,0.463,0.01,,0.031,0.416501794
1828,FORD,2,14,South West,5,1997,2016,1524,110,0.243,0.067,,,0.511935121
2115,VOLKSWAGEN,2,14,South West,5,1598,2016,1280,89,0.116,0.054,,,0.349977909
3132,FORD,2,96,London,5,1499,2016,1461,105,0.419,0.043,,,0.252494166
2473,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.876219235
800,VAUXHALL,1,14,North West,2,1598,2002,1660,197,0.357,0.029,,0.044,0.295099505
1723,FORD,2,96,South West,5,1997,2016,1828,129,0.239,0.048,,,0.990495601
1627,VOLKSWAGEN,2,6,South West,5,2967,2016,2185,174,0.138,0.039,,,0.528675897
1874,VAUXHALL,2,14,South West,5,1248,2016,1237,100,0.042,0.03,,,0.485124181
2145,FORD,2,14,South West,5,1997,2016,1474,105,0.328,0.068,,,0.54758397
3745,VAUXHALL,1,14,South West,1,1398,2016,1199,137,0.645,0.008,,0.044,0.995534103
2134,BMW,2,14,South West,5,1496,2016,1425,103,0.086,0.025,,,0.595027222
2326,VOLKSWAGEN,1,14,London,2,1197,2016,1139,109,0.199,0.018,,0.035,0.757839862
553,VAUXHALL,1,14,South West,1,1598,2002,1670,171,0.219,0.026,,0.037,0.913505811
3287,BMW,2,2,London,2,2993,2016,1975,142,0.067,0.046,,,0.744130092
3090,FORD,2,6,South West,5,1997,2016,1661,109,0.183,0.046,,,0.999889581
2847,FORD,1,14,North West,2,1242,2016,1095,122,0.518,0.027,,0.051,0.810767239
3349,VOLKSWAGEN,2,96,London,5,1968,2016,1554,136,0.136,0.036,,,0.884848505
2185,VAUXHALL,1,14,South West,1,1398,2016,1163,118,0.463,0.01,,0.031,0.562591479
1357,BMW,1,4,North West,1,1499,2016,1570,139,0.145,0.012,,0.02,0.790112304
3017,VOLKSWAGEN,1,14,North West,1,1395,2016,1271,116,0.154,0.029,,0.044,0.849483765
516,VAUXHALL,1,14,London,1,1598,2002,1670,171,0.219,0.026,,0.037,0.407925864
3133,VOLKSWAGEN,2,96,North West,5,1968,2016,1492,125,0.079,0.063,,,0.029226279
75,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.360446804
2575,VAUXHALL,2,14,South West,5,1598,2016,1350,97,0.243,0.029,,,0.245791172
1854,VAUXHALL,2,96,South West,5,1598,2016,1923,145,0.316,0.041,,,0.428034212
1664,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.325121279
2758,FORD,2,14,North West,1,1997,2016,1681,122,0.145,0.059,0.001,,0.699139459
3103,VAUXHALL,2,14,North West,1,1598,2016,1449,114,0.163,0.048,,,0.164312499
1153,VOLKSWAGEN,2,14,South West,1,1896,2002,1393,140,0.081,0.376,0.029,,0.710962698
158,VOLKSWAGEN,1,13,South West,2,1984,2002,1327,209,0.24,0.025,,0.065,0.361344239
566,VAUXHALL,1,14,London,1,1199,2002,1455,149,0.253,0.029,,0.054,0.306257519
287,VAUXHALL,1,96,North West,1,1598,2002,1970,190,0.219,0.026,,0.037,0.216779848
3186,VOLKSWAGEN,1,14,North West,2,1395,2016,1247,120,0.158,0.034,,0.028,0.448900001
2666,VOLKSWAGEN,1,14,London,1,1197,2016,1107,107,0.157,0.039,,0.022,0.462370245
3144,BMW,1,2,North West,1,1998,2016,1505,138,0.213,0.022,,0.053,0.415091101
2546,BMW,2,2,London,5,1995,2016,1495,102,0.157,0.034,,,0.553306368
2256,BMW,2,5,South West,5,1995,2016,1595,119,0.147,0.037,,,0.540590271
3568,VOLKSWAGEN,2,14,South West,5,1598,2016,1321,99,0.167,0.069,,,0.480277187
713,BMW,1,4,North West,1,2494,2002,1615,230,0.494,0.017,,0.079,0.783951216
1995,FORD,1,14,London,2,1498,2016,1645,143,0.913,0.058,0.002,0.054,0.69466628
3508,VAUXHALL,1,13,South West,1,1398,2016,1141,121,0.598,0.026,,0.042,0.793789163
3015,FORD,2,14,South West,5,1499,2016,1421,99,0.294,0.039,,,0.677170255
3433,VAUXHALL,1,14,North West,1,999,2016,1263,102,0.328,0.026,0.002,0.028,0.817298291
2563,BMW,2,6,London,1,1995,2016,1820,136,0.144,0.035,,,0.938502435
3366,VOLKSWAGEN,2,6,South West,5,1968,2016,1590,110,0.299,0.068,,,0.052794757
2767,VAUXHALL,2,14,North West,5,1598,2016,1350,103,0.17,0.032,0.001,,0.946518496
725,VOLKSWAGEN,1,13,London,2,1390,2002,1143,154,0.165,0.047,,0.075,0.170751889
1943,BMW,2,6,London,1,1995,2016,2115,148,0.09,0.046,,,0.353011216
3521,FORD,2,14,South West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.330819281
2108,BMW,1,5,North West,1,1998,2016,1570,134,0.151,0.025,,0.04,0.307246529
1462,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.023468654
2618,VOLKSWAGEN,1,14,London,1,1197,2016,1139,109,0.199,0.018,,0.035,0.894697962
1580,VOLKSWAGEN,2,6,South West,5,1968,2016,1581,120,0.081,0.058,,,0.022525474
1380,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.545121125
391,FORD,2,14,South West,1,1399,2002,1166,121,0.154,0.423,0.036,,0.24489628
785,VOLKSWAGEN,2,14,London,2,1896,2002,1379,138,0.073,0.33,0.025,,0.385326208
3387,VOLKSWAGEN,1,14,South West,5,1984,2016,1486,165,0.522,0.05,,0.053,0.662563882
2314,VAUXHALL,1,14,London,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.602972617
1707,VOLKSWAGEN,2,5,North West,1,1968,2016,1375,109,0.212,0.049,,,0.659031001
2212,VOLKSWAGEN,1,14,South West,1,1984,2016,1373,139,0.341,0.056,,0.053,0.638791572
618,VOLKSWAGEN,1,14,South West,1,1984,2002,1332,192,0.245,0.02,,0.014,0.627796105
895,BMW,2,6,South West,2,1995,2002,1580,153,0.101,0.377,0.037,,0.428319563
2309,VOLKSWAGEN,2,14,North West,1,1968,2016,1394,119,0.079,0.063,,,0.828261046
1587,VAUXHALL,2,14,South West,5,1248,2016,1225,85,0.141,0.063,,,0.02951514
2624,TOYOTA,8,14,London,1,1798,2016,1470,76,0.131,0.016,,0.033,0.677465672
500,VAUXHALL,2,6,South West,2,2172,2002,2450,235,0.311,0.652,0.051,,0.976324114
3394,FORD,1,14,North West,1,1498,2016,1380,127,0.471,0.018,0.001,0.057,0.248112593
1106,FORD,2,14,South West,2,1753,2002,1288,145,0.347,0.489,0.044,0.042,0.901010993
1518,FORD,2,14,South West,5,1499,2016,1399,98,0.354,0.074,,,0.568043324
2359,BMW,2,5,London,1,1995,2016,1575,114,0.128,0.023,,,0.036481216
972,FORD,2,14,London,1,1998,2002,1506,156,0.204,0.443,0.026,,0.54494205
3176,VAUXHALL,2,14,North West,5,1598,2016,1449,106,0.081,0.042,0.003,,0.291005121
2922,FORD,2,6,South West,5,1997,2016,1661,109,0.183,0.046,,,0.845672807
540,VOLKSWAGEN,1,13,London,2,1390,2002,1031,149,0.217,0.04,,0.071,0.446610158
1799,VAUXHALL,1,14,North West,2,1598,2016,1355,159,0.809,0.012,,0.051,0.513119491
670,VOLKSWAGEN,1,13,North West,1,1595,2002,1285,185,0.53,0.031,,0.055,0.584647669
3600,VOLKSWAGEN,2,2,South West,1,1968,2016,1448,119,0.143,0.036,,,0.874581813
1057,VAUXHALL,2,96,London,1,1995,2002,2075,175,0.434,0.428,0.034,,0.686833669
3731,VAUXHALL,2,14,South West,5,1598,2016,1462,134,0.058,0.054,,,0.944597183
3062,TOYOTA,8,14,London,1,1798,2016,1460,89,0.258,0.005,,0.058,0.823325091
1881,VAUXHALL,1,96,South West,5,1398,2016,1361,140,0.695,0.028,,0.05,0.774941159
1257,VAUXHALL,1,96,North West,1,1796,2002,2000,219,0.486,0.013,,0.037,0.825563317
711,TOYOTA,1,13,North West,2,998,2002,1040,137,0.43,0.03,,0.12,0.680876926
1539,BMW,2,14,South West,5,1995,2016,1450,99,0.169,0.029,,,0.574598124
3643,FORD,1,14,North West,1,999,2016,1382,125,0.451,0.036,0.001,0.072,0.355604336
928,TOYOTA,1,14,London,4,1398,2002,1280,159,0.47,0.02,,0.07,0.946366472
2098,VAUXHALL,1,14,North West,1,1398,2016,1163,118,0.463,0.01,,0.031,0.664384593
2583,VAUXHALL,2,96,London,5,1598,2016,1701,109,0.295,0.053,,,0.984517245
241,FORD,2,6,South West,1,1753,2002,1295,145,0.109,0.489,0.044,0.018,0.846335571
2296,VOLKSWAGEN,1,6,South West,1,1395,2016,1322,123,0.158,0.034,,0.028,0.963806353
2572,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.420952486
3350,TOYOTA,8,14,South West,5,1798,2016,1470,82,0.182,0.005,,0.036,0.177690063
1805,VOLKSWAGEN,2,1,North West,5,1968,2016,1990,224,0.202,0.214,,,0.695826122
1039,VAUXHALL,2,14,North West,2,1686,2002,1745,130,0.101,0.429,0.031,,0.541808963
2742,FORD,1,14,North West,1,998,2016,1364,125,0.428,0.037,0.001,0.053,0.93963767
1140,TOYOTA,1,6,South West,1,1998,2002,1495,224,0.73,0.03,,0.1,0.003421389
1863,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.992832829
2932,VAUXHALL,1,13,North West,1,1598,2016,1278,174,0.519,0.026,,0.034,0.562840699
3355,BMW,2,5,South West,5,1995,2016,1595,111,0.147,0.037,,,0.521643386
1316,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.487097786
2119,BMW,2,14,South West,5,1995,2016,1465,114,0.101,0.019,,,0.435283191
3244,FORD,1,14,North West,1,998,2016,1177,99,0.355,0.041,0.001,0.067,0.413883936
568,VOLKSWAGEN,1,14,South West,1,1390,2002,1216,180,0.096,0.064,,0.092,0.303421137
2698,FORD,1,14,London,5,1498,2016,1377,149,0.297,0.037,,0.034,0.634298681
2347,BMW,2,6,London,1,1995,2016,1820,136,0.144,0.035,,,0.084750394
1362,BMW,2,5,London,1,1995,2016,1485,107,0.101,0.019,,,0.928560807
1988,FORD,1,14,London,2,998,2016,1168,114,0.206,0.034,,0.05,0.502151852
1520,FORD,1,14,North West,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.886989906
1341,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.868425809
2717,TOYOTA,8,14,London,1,1798,2016,1470,70,0.131,0.016,,0.033,0.714264372
1030,VAUXHALL,1,13,London,2,1199,2002,1430,154,0.211,0.031,,0.052,0.630790824
1415,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.15838761
3454,BMW,2,6,South West,5,1995,2016,1585,111,0.148,0.03,,,0.450551524
1844,VAUXHALL,1,14,London,1,1398,2016,1199,137,0.645,0.008,,0.044,0.686830354
3574,VAUXHALL,1,14,South West,5,1364,2016,1409,149,0.699,0.008,,0.044,0.04830525
837,BMW,1,2,North West,1,1995,2002,1425,196,0.811,0.053,,0.12,0.189149861
810,FORD,1,13,North West,1,1988,2002,1283,218,0.148,0.061,,0.051,0.766188974
3726,TOYOTA,8,14,South West,2,1497,2016,1176,75,0.196,0.006,,0.043,0.724744885
2037,FORD,2,13,South West,5,1499,2016,1159,94,0.351,0.051,,,0.460333084
3286,VAUXHALL,2,96,South West,1,1598,2016,2158,145,0.317,0.041,0.001,,0.585833166
2316,VAUXHALL,2,6,South West,5,1598,2016,1664,104,0.056,0.054,,,0.279663233
3295,FORD,2,14,London,1,1997,2016,1788,134,0.351,0.065,0.002,,0.863974937
2535,FORD,2,96,London,5,1499,2016,1564,113,0.459,0.054,,,0.563337933
218,TOYOTA,1,6,London,2,1998,2002,0,224,,0.03,1.495,0.1,0.362405583
3770,BMW,1,6,London,1,1998,2016,1615,143,0.403,0.018,,0.065,0.181125619
867,TOYOTA,1,3,North West,1,1299,2002,0,144,0.088,,,,0.585293215
2507,VAUXHALL,2,14,London,5,1598,2016,1462,134,0.058,0.054,,,0.638320856
2958,FORD,1,96,North West,5,999,2016,1555,119,0.473,0.035,0.003,0.056,0.560481458
1791,VAUXHALL,1,14,South West,1,1399,2016,1234,128,0.507,0.012,,0.021,0.259022209
3210,TOYOTA,1,14,North West,2,998,2016,925,95,0.59,0.008,,0.033,0.8614225
455,VAUXHALL,1,14,South West,1,1796,2002,1700,190,0.627,0.008,,0.035,0.437022657
3502,BMW,2,6,South West,1,1995,2016,1810,123,0.144,0.031,,,0.338034489
1082,VAUXHALL,1,13,London,2,973,2002,1405,135,0.342,0.048,,0.06,0.390373346
1386,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.700246252
1194,VAUXHALL,1,13,North West,1,973,2002,1405,135,0.342,0.048,,0.06,0.547278987
1566,BMW,2,6,London,2,2993,2016,1770,151,0.341,0.053,,,0.078681438
3558,TOYOTA,1,96,South West,5,1598,2016,1545,154,0.443,0.013,,0.041,0.183402997
3314,VOLKSWAGEN,2,96,London,5,1968,2016,1843,136,0.052,0.06,,,0.736544178
1303,FORD,1,14,North West,1,1498,2016,1756,171,0.559,0.04,0.004,0.045,0.921955745
26,FORD,2,14,North West,2,1399,2002,1166,121,0.154,0.423,0.036,,0.549107958
273,FORD,1,14,London,1,1798,2002,1396,187,0.375,0.091,,0.077,0.743077362
2610,BMW,2,6,London,5,1496,2016,1545,108,0.098,0.053,,,0.325049671
3614,BMW,2,14,South West,1,1496,2016,1395,103,0.172,0.028,,,0.282207016
2189,VAUXHALL,2,6,South West,5,1598,2016,1393,104,0.17,0.032,0.001,,0.546780478
816,TOYOTA,1,6,North West,1,1998,2002,1405,211,0.61,0.04,,0.07,0.110103761
144,TOYOTA,1,14,South West,1,1598,2002,1290,168,0.55,0.03,,0.06,0.051024626
3081,BMW,2,14,South West,5,1496,2016,1395,89,0.119,0.037,,,0.308888124
704,VOLKSWAGEN,1,13,North West,1,1198,2002,1104,142,0.474,0.015,,0.032,0.864160964
2070,VOLKSWAGEN,2,6,South West,5,1598,2016,1485,107,0.243,0.039,,,0.122206106
3776,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.880361376
650,FORD,2,6,North West,1,1998,2002,1547,159,0.076,0.43,0.044,,0.747586136
293,VOLKSWAGEN,1,14,London,1,1598,2002,1304,168,0.504,0.047,,0.083,0.648252026
1167,FORD,1,14,South West,2,1388,2002,1097,153,0.562,0.026,,0.08,0.151261838
1445,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.116957507
2502,VAUXHALL,1,14,South West,1,999,2016,1263,102,0.328,0.026,0.002,0.028,0.635013572
2436,FORD,2,14,London,1,1997,2016,1561,119,0.145,0.052,,,0.042130366
3357,VOLKSWAGEN,2,2,South West,5,1968,2016,1549,119,0.081,0.058,,,0.629730225
1128,TOYOTA,1,14,South West,2,1598,2002,1330,190,0.45,0.02,,0.05,0.417097239
3765,VOLKSWAGEN,2,6,South West,2,1968,2016,1676,140,0.086,0.051,,,0.455672747
3571,VAUXHALL,2,14,South West,2,1598,2016,1350,103,0.17,0.032,0.001,,0.120511633
2688,BMW,2,14,London,2,1496,2016,1395,103,0.172,0.028,,,0.439220012
359,FORD,1,14,South West,2,1596,2002,1248,165,0.518,0.059,,,0.397792443
2761,VAUXHALL,2,14,North West,1,1598,2016,1449,106,0.081,0.042,0.003,,0.969175555
1125,FORD,1,14,South West,1,1596,2002,1108,157,0.535,0.029,,0.054,0.808249706
1952,VAUXHALL,1,96,London,5,1364,2016,1613,168,0.435,0.014,,0.033,0.776329002
3659,VOLKSWAGEN,8,14,South West,2,1395,2016,1599,39,0.056,0.009,,0.008,0.331270415
1448,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.486990153
2052,FORD,1,14,South West,5,998,2016,1177,99,0.355,0.041,0.001,0.067,0.071309124
419,FORD,1,14,South West,1,1242,2002,1017,161,0.296,0.061,,0.054,0.786964255
1214,FORD,1,13,North West,2,1299,2002,965,154,0.395,0.103,,0.061,0.43798269
559,FORD,1,14,South West,1,1988,2002,0,207,0.679,,,,0.932041511
840,BMW,1,6,London,1,2494,2002,1570,232,0.255,0.013,,0.086,0.323047178
1206,FORD,1,6,South West,1,1596,2002,1180,163,0.518,0.059,,0.115,0.356432981
79,FORD,1,13,South West,2,1299,2002,965,154,0.395,0.103,,0.061,0.292417318
1289,VAUXHALL,1,96,South West,2,1598,2002,1970,190,0.219,0.026,,0.037,0.119131352
3505,BMW,2,14,South West,2,1496,2016,1395,103,0.172,0.028,,,0.588232964
1797,FORD,2,14,North West,1,1499,2016,1398,115,0.463,0.039,,,0.377600394
3128,VOLKSWAGEN,2,6,North West,1,1968,2016,1503,110,0.137,0.067,,,0.305037953
907,BMW,2,6,London,1,2926,2002,2170,259,0.087,0.637,0.083,,0.648626463
3106,BMW,8,2,London,5,1998,2016,1735,49,0.082,0.006,,0.017,0.911261541
2996,BMW,1,4,London,1,2979,2016,1865,203,0.139,0.035,,0.035,0.471525607
1887,BMW,2,6,North West,2,2993,2016,2185,159,0.161,0.057,,,0.531011524
2487,VOLKSWAGEN,1,14,London,4,1984,2016,1373,139,0.341,0.056,,0.053,0.146591356
497,FORD,1,14,London,1,1242,2002,1017,161,0.296,0.061,,0.054,0.293885016
141,FORD,2,14,London,2,1399,2002,1145,114,0.154,0.423,0.036,,0.464415463
2690,VOLKSWAGEN,1,14,London,2,1197,2016,1107,107,0.157,0.039,,0.022,0.653452692
950,FORD,1,14,South West,1,1798,2002,1396,187,0.375,0.091,,0.077,0.554256632
1558,BMW,2,2,South West,2,2993,2016,1705,145,0.341,0.053,,,0.019617749
1819,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.123518553
2943,VAUXHALL,1,14,North West,5,1364,2016,1409,149,0.699,0.008,,0.044,0.297639168
3271,VAUXHALL,1,13,North West,1,1398,2016,1141,120,0.463,0.01,,0.031,0.476622011
3187,TOYOTA,1,96,North West,5,1598,2016,1545,154,0.443,0.013,,0.041,0.725000472
814,VAUXHALL,1,14,North West,1,1598,2002,1660,171,0.695,0.019,,0.054,0.649608514
2744,VAUXHALL,2,14,South West,5,1598,2016,1350,95,0.243,0.029,,,0.947960758
902,BMW,1,4,South West,4,2171,2002,1395,229,0.585,0.033,,0.11,0.010456846
3375,VOLKSWAGEN,2,96,London,5,1968,2016,1843,136,0.052,0.06,,,0.962754664
1450,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.164739982
3440,VAUXHALL,2,14,South West,5,1598,2016,1364,119,0.021,0.021,,,0.543915582
1983,BMW,2,5,London,2,1995,2016,1470,111,0.169,0.029,,,0.1490414
3248,FORD,2,96,North West,5,1997,2016,1833,134,0.305,0.054,,,0.32704932
397,FORD,1,14,South West,2,1596,2002,1108,157,0.535,0.029,,0.054,0.466818335
330,TOYOTA,1,14,North West,1,1794,2002,1410,194,0.39,0.01,,0.06,0.052804859
2406,VOLKSWAGEN,2,6,London,1,1968,2016,1673,149,0.116,0.035,,,0.830169972
2252,BMW,2,14,London,1,1496,2016,1395,103,0.172,0.028,,,0.729303223
3,BMW,1,6,North West,1,2494,2002,1535,221,0.494,0.017,,0.079,0.852494146
1117,FORD,1,14,South West,2,1388,2002,1097,158,0.562,0.026,,0.08,0.989683174
1734,VAUXHALL,1,13,North West,1,1398,2016,1141,118,0.463,0.01,,0.031,0.885448892
2057,TOYOTA,1,14,South West,5,998,2016,950,95,0.59,0.008,,0.033,0.709328696
3277,FORD,2,96,North West,5,1499,2016,1533,109,0.338,0.07,,,0.079483265
2024,FORD,1,13,South West,2,1242,2016,989,115,0.362,0.024,,0.043,0.71855372
1714,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.332667182
642,FORD,1,14,London,1,1796,2002,1195,181,0.895,0.043,,0.091,0.496873288
2651,VAUXHALL,1,14,London,2,1398,2016,1199,137,0.645,0.008,,0.044,0.676095176
38,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.817613747
297,VOLKSWAGEN,1,6,South West,1,1984,2002,1499,204,0.337,0.016,,0.023,0.18252161
348,FORD,1,14,North West,1,1798,2002,1396,187,0.375,0.091,,0.077,0.232069838
1559,BMW,2,6,South West,1,2993,2016,1770,151,0.341,0.053,,,0.254499335
1716,VAUXHALL,2,14,North West,5,1598,2016,1350,97,0.243,0.029,,,0.481857274
2041,FORD,2,13,South West,5,1499,2016,1159,94,0.351,0.051,,,0.577210675
2349,VAUXHALL,1,14,London,1,1364,2016,1394,145,0.593,0.011,,0.03,0.919902879
3368,FORD,2,96,South West,5,1499,2016,1564,113,0.459,0.054,,,0.928666034
2287,VAUXHALL,1,13,South West,1,1229,2016,1086,125,0.474,0.013,,0.038,0.351675652
1186,VAUXHALL,1,96,South West,1,1598,2002,1970,190,0.219,0.026,,0.037,0.759932482
1366,VOLKSWAGEN,2,6,South West,5,1968,2016,1503,107,0.137,0.067,,,0.313194169
945,BMW,2,13,North West,1,1995,2002,1470,148,0.101,0.377,0.037,,0.596759695
3319,FORD,1,14,South West,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.896727205
2676,FORD,1,14,London,1,998,2016,1177,99,0.355,0.041,0.001,0.067,0.963620417
3336,FORD,1,14,London,1,1498,2016,1756,171,0.559,0.04,0.004,0.045,0.128072667
2890,FORD,1,14,North West,2,999,2016,1382,125,0.451,0.036,0.001,0.072,0.743772737
1276,VOLKSWAGEN,2,13,South West,1,1896,2002,1397,143,0.161,0.296,0.024,,0.642002504
828,TOYOTA,1,14,North West,2,1299,2002,1060,160,0.7,0.05,,0.12,0.258902289
803,FORD,1,13,North West,1,1299,2002,965,154,0.395,0.103,,0.061,0.35659256
1152,VAUXHALL,2,96,London,1,1995,2002,2075,175,0.434,0.428,0.034,,0.56386204
1763,FORD,2,6,South West,5,1997,2016,1680,130,0.329,0.042,,,0.470770714
1246,FORD,1,13,London,2,1299,2002,965,154,0.395,0.103,,0.061,0.808684003
1132,VOLKSWAGEN,2,13,South West,2,1716,2002,1056,119,0.333,0.332,0.024,,0.869719813
454,FORD,1,14,London,1,1596,2002,1167,165,0.518,0.059,,0.115,0.960092333
2522,TOYOTA,8,6,London,5,1798,2016,1490,81,0.182,0.005,,0.036,0.546417129
3439,VOLKSWAGEN,2,14,South West,5,1968,2016,1373,112,0.1,0.07,,,0.064898204
1840,VAUXHALL,2,14,North West,2,1598,2016,1449,114,0.163,0.048,,,0.219033884
73,VOLKSWAGEN,2,6,South West,1,1896,2002,1572,151,0.137,0.42,0.03,,0.652475616
1177,FORD,1,14,South West,2,1596,2002,1167,165,0.518,0.059,,0.115,0.9592942
804,FORD,1,6,North West,1,1596,2002,1180,165,0.518,0.059,,0.115,0.113162653
3189,VAUXHALL,1,14,North West,5,1398,2016,1199,137,0.645,0.008,,0.044,0.668952937
688,VAUXHALL,1,14,North West,2,1598,2002,1660,171,0.695,0.019,,0.054,0.988665525
3617,VAUXHALL,1,14,South West,1,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.535197739
2961,VOLKSWAGEN,1,13,North West,2,999,2016,1055,106,0.407,0.016,,0.034,0.416039258
1406,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.947949885
665,VAUXHALL,1,13,North West,2,1199,2002,1430,154,0.211,0.031,,0.052,0.647690261
2816,VAUXHALL,1,14,North West,1,1398,2016,1163,118,0.463,0.01,,0.031,0.35596268
384,VAUXHALL,1,14,South West,1,1598,2002,1830,173,0.273,0.019,,0.043,0.213392097
621,BMW,2,6,South West,1,2926,2002,2170,259,0.087,0.637,0.083,,0.153857596
1258,TOYOTA,1,6,North West,2,1998,2002,1405,211,0.61,0.04,,0.07,0.81598308
1026,FORD,1,14,North West,2,1796,2002,1195,181,0.895,0.043,,0.091,0.774002682
446,VAUXHALL,1,96,South West,2,1598,2002,1970,190,0.219,0.026,,0.037,0.018941409
1729,VAUXHALL,1,14,North West,5,1399,2016,1308,127,0.484,0.006,0.002,0.037,0.215636135
1165,BMW,1,5,South West,2,1995,2002,1385,175,0.264,0.032,,0.032,0.408847917
1052,VAUXHALL,1,13,South West,1,1199,2002,1455,154,0.211,0.031,,0.052,0.893391409
673,VAUXHALL,1,14,North West,1,1598,2002,1660,171,0.695,0.019,,0.054,0.282311406
2480,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.046600589
1635,FORD,2,96,South West,5,1997,2016,1757,139,0.195,0.038,,,0.581577461
2207,VAUXHALL,2,14,South West,1,1598,2016,1350,103,0.17,0.032,0.001,,0.480413778
3689,VAUXHALL,1,14,South West,1,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.193582503
1197,VOLKSWAGEN,1,13,South West,1,999,2002,983,139,0.209,0.025,,0.071,0.292676804
2323,VOLKSWAGEN,1,14,North West,2,1395,2016,1316,113,0.242,0.033,,0.048,0.498840527
2706,BMW,2,14,South West,5,1995,2016,1450,114,0.269,0.044,,,0.198747902
94,VAUXHALL,1,4,London,1,1796,2002,1745,192,0.627,0.008,,0.035,0.409915916
2836,VAUXHALL,1,13,North West,2,1398,2016,1141,118,0.463,0.01,,0.031,0.631926734
2317,VOLKSWAGEN,1,14,South West,2,999,2016,1055,108,0.535,0.012,,0.039,0.581826279
3638,BMW,2,14,South West,5,1995,2016,1450,99,0.169,0.029,,,0.417743144
3072,VOLKSWAGEN,2,96,North West,5,1968,2016,1519,124,0.168,0.043,,,0.124695943
2440,FORD,2,14,South West,5,1499,2016,1183,82,0.358,0.062,,,0.038435651
2435,VOLKSWAGEN,1,14,London,1,999,2016,929,105,0.457,0.013,,0.039,0.074307631
1615,BMW,2,5,London,1,2993,2016,2180,165,0.161,0.057,,,0.587301815
2892,VOLKSWAGEN,2,5,South West,1,1968,2016,1375,109,0.212,0.049,,,0.503740531
2870,BMW,2,5,North West,1,2993,2016,2180,165,0.161,0.057,,,0.012702244
